,docs,topics
316,". do you honestly want to wait 4 years because there 's no way anyone in their right mind would vote for joe biden . if anyone is contemplating voting for biden , it 's out of spite .",1
317,"""well, you can vote for trump, you can vote for trump."" - joe biden, 2019",1
318," vote for biden that what you wanted to do , from the beginning ! you were disrespectful to our president",1
319,if biden wins we all lose.,1
320,this guy is still pissed from 2016 he thought trump would never win the presidency,0
321,"trump won utah and az , mich , pa , wis , nc all toss ups ! starting biden with 290",-1
322,biden ! i see some hope from a small amount of the republican party that are willing to speak and vote loser the evil that trump has perpetrated ! country over party !,1
323,vote for biden and alldemocrats,1
324,"vote for him . trump knows hes losing , hes trying to campaign to the states he had when he won 4 years ago .i said this before , how can trump run a rally when most of the group",0
325,cannot wait til trump wins,0
326,joe biden is so out of it that hi is going to vote for trump!! trump 2020!! come on man !!lest vote for trump!!,1
327,"from the beginning ron reagan already show hatred on trump, made even a prediction that trump would not be a president. he got embarrassed, that trump won the 2016 election and now, really got angrier...",0
328,"no way this was trump idea . he just agreed to it because he desperate to save face to swing votes his way . i remember a quote from maya angelou , someone shows you who they really are ,",0
329,if beijing biden wins the china wins.,-1
330,biden got this one in the bag! landslide victory! looks like i do not need to go vote on this one.,1
331,trump will win,-1
332,makes complete since. im a black man...43 years old. and joe bidden hasn't done a damn thing in his whole political career but make things worst. dont vote without doing your research.,-1
333,vote biden out if nancy doesnt take a deal,-1
334,"i not american , but please end this nightmare. go vote trump out!",0
335,to election day . the public is no longer buying what dems are selling . very important that all citizens vote in person . i voted early and in-person . already we are seeing mail-in voter fraud including ballets for,0
336,im a democrat and trump wins the need to put out a law on frickin polls label it as election intimidation,0
337,... so frustrating as a republican who i wish things could go back to normal ....... this year i will vote blue all the way .... we really need to drain the swamp in the republican party !,-1
338,"is the stuff of china and russia , not us .. well it used to be anyway . i am voting trump .",-1
339,trump is going to win and all of you are going to cry again for four more years. cnn and slow joe are such pathetic liers.,0
340, the family values have gone to hell in a bucket of fat lip crap ! ! ! ! ! as,0
